Genes	logFC	AveExpr	t	P.Value	adj.P.Val	B
1398923_at	0.0275026801119154	6.72416462261635	4.1654921337981	0.000144678797371565	0.0105095719376434	0.0602060102113002
1368043_at	0.0372771547217621	6.22523255133672	4.16475228795683	0.000145014024869498	0.0105095719376434	0.457169433535649
1369633_at	0.0632265932955489	6.24280154465443	4.16433063673616	0.000145205415203262	0.0105095719376434	0.294490618456519
1379500_at	-0.0418345466818479	6.00172807896266	-4.16152451566389	0.000146485412739846	0.0105278222962019	0.536438443961124
1368401_at	0.0250467691622491	6.72377077835727	4.16088226678634	0.00014677991268962	0.0105278222962019	0.0403541678637289
1371292_at	-0.0489735176160542	5.73493806801012	-4.15610632861342	0.000148988051312266	0.0106382813499785	0.591176530162649
1399134_at	-0.0316751303262324	6.09847000319317	-4.15049771396421	0.000151622485692993	0.0107780573200425	0.447537282588168
1371693_at	0.0388542154768183	6.42005042103239	4.14637724749125	0.000153586759540409	0.0108140756128201	0.246625420994245
1374795_at	0.0528834412792785	6.01864911258601	4.14590664569079	0.000153812670794541	0.0108140756128201	0.486307906217112
1373888_at	-0.0274280451837985	6.3087134852734	-4.14501188581944	0.000154243090592985	0.0108140756128201	0.280312417673645
1375335_at	0.0377974330858768	6.68432715141573	4.14376310127688	0.000154845772764114	0.0108140756128201	0.0513893300186243
1376588_at	0.0509976093403077	6.15311860774989	4.14009364042361	0.000156630003312773	0.0108909150338397	0.351190925557615
1389194_at	0.0312488878223105	6.28419718522861	4.13743142470601	0.000157936981969215	0.0109230002341468	0.338291778799633
1398888_at	0.0329784178498302	6.47343644279259	4.13636516129429	0.000158463421094512	0.0109230002341468	0.171062383486758
1388177_at	0.0234268839827134	6.72730980968423	4.1309806397863	0.000161148080187866	0.0109630936065819	-0.0797053320882046
1367498_at	0.0327285110120608	6.32795632773965	4.13090561627928	0.000161185796899675	0.0109630936065819	0.253242745984513
